,Park Name,Taxon Group,Scientific Name,Common Name,Occurrence
724,Glacier National Park,Vascular Plant,Stellaria umbellata,UMBELLATE STARWORT,Present
725,Glacier National Park,Vascular Plant,Drosera anglica,GREAT SUNDEW,Present
726,Glacier National Park,Vascular Plant,Drosera rotundifolia,COMMON SUNDEW,Present
727,Glacier National Park,Vascular Plant,Claytonia lanceolata,WESTERN SPRINGBEAUTY,Present
728,Glacier National Park,Vascular Plant,Claytonia megarhiza,ALPINE SPRINGBEAUTY,Present
729,Glacier National Park,Vascular Plant,Claytonia perfoliata,MINER'S LETTUCE,Present
730,Glacier National Park,Vascular Plant,Claytonia sibirica,MINER'S LETTUCE,Present
731,Glacier National Park,Vascular Plant,Lewisia pygmaea,DWARF LEWISIA,Present
732,Glacier National Park,Vascular Plant,Lewisia rediviva,BITTERROOT,Present
733,Glacier National Park,Vascular Plant,Lewisia triphylla,THREELEAF LEWISIA,Present
734,Glacier National Park,Vascular Plant,Montia linearis,LINE-LEAVED INDIAN-LETTUCE,Present
735,Glacier National Park,Vascular Plant,Montia parvifolia,LITTLE-LEAVED MONTIA,Present
736,Glacier National Park,Vascular Plant,Eriogonum androsaceum,ROCKJASMINE BUCKWHEAT,Present
737,Glacier National Park,Vascular Plant,Eriogonum flavum var. flavum,YELLOW BUCKWHEAT,Present
738,Glacier National Park,Vascular Plant,Eriogonum flavum var. piperi,YELLOW BUCKWHEAT,Present
739,Glacier National Park,Vascular Plant,Eriogonum ovalifolium var. depressum,CUSHION-BUCKWHEAT,Present
740,Glacier National Park,Vascular Plant,Eriogonum ovalifolium var. ovalifolium,SILVER PLANT,Present
741,Glacier National Park,Vascular Plant,Eriogonum umbellatum var. majus,SULPHUR BUCKWHEAT,Present
742,Glacier National Park,Vascular Plant,Oxyria digyna,MOUNTAIN SORREL,Present
743,Glacier National Park,Vascular Plant,Polygonum achoreum,DOORWEED,Present
744,Glacier National Park,Vascular Plant,Polygonum amphibium var. emersum,COLORED SMARTWEED,Present
745,Glacier National Park,Vascular Plant,Polygonum amphibium var. stipulaceum,WATER SMARTWEED,Present
746,Glacier National Park,Vascular Plant,Polygonum aviculare,DOORYARD KNOTWEED,Present
747,Glacier National Park,Vascular Plant,Polygonum bistortoides,AMERICAN BISTORT,Present
748,Glacier National Park,Vascular Plant,Polygonum convolvulus,KNOT-BINDWEED,Present
749,Glacier National Park,Vascular Plant,Polygonum douglasii ssp. austiniae,DOUGLAS' KNOTWEED,Present
750,Glacier National Park,Vascular Plant,Polygonum douglasii ssp. douglasii,DOUGLAS' KNOTWEED,Present
751,Glacier National Park,Vascular Plant,Polygonum lapathifolium,CURLYTOP KNOTWEED,Present
752,Glacier National Park,Vascular Plant,Polygonum minimum,DWARF KNOTWEED,Present
753,Glacier National Park,Vascular Plant,Polygonum polygaloides ssp. confertiflorum,WATSON'S KNOTWEED,Present
754,Glacier National Park,Vascular Plant,Polygonum polygaloides ssp. kelloggii,KELLOGG'S KNOTWEED,Present
755,Glacier National Park,Vascular Plant,Polygonum viviparum,ALPINE BISTORT,Present
756,Glacier National Park,Vascular Plant,Rumex acetosa ssp. alpestris,MEADOW SORREL,Present
757,Glacier National Park,Vascular Plant,Rumex acetosella,SHEEP SORREL,Present
758,Glacier National Park,Vascular Plant,Rumex aquaticus var. fenestratus,WESTERN DOCK,Present
759,Glacier National Park,Vascular Plant,Rumex crispus,CURLY DOCK,Present
760,Glacier National Park,Vascular Plant,Rumex maritimus,GOLDEN DOCK,Present
761,Glacier National Park,Vascular Plant,Rumex paucifolius,ALPINE SORREL,Present
762,Glacier National Park,Vascular Plant,Rumex salicifolius var. mexicanus,WILLOW DOCK,Present
763,Glacier National Park,Vascular Plant,Parnassia fimbriata var. fimbriata,ROCKY MOUNTAIN GRASS-OF-PARNASSUS,Present
764,Glacier National Park,Vascular Plant,Parnassia kotzebuei,KOTZEBUE'S GRASS-OF-PARNASSUS,Present
765,Glacier National Park,Vascular Plant,Parnassia palustris var. montanensis,NORTHERN GRASS-OF-PARNASSUS,Present
766,Glacier National Park,Vascular Plant,Parnassia palustris var. parviflora,SMALL-FLOWERED GRASS-OF-PARNASSUS,Present
767,Glacier National Park,Vascular Plant,Paxistima myrsinites,MOUNTAIN BOXWOOD,Present
768,Glacier National Park,Vascular Plant,Cornus canadensis,BUNCHBERRY,Present
769,Glacier National Park,Vascular Plant,Cornus sericea ssp. sericea,RED-OSIER DOGWOOD,Present
770,Glacier National Park,Vascular Plant,Philadelphus lewisii,SYRINGA,Present
771,Glacier National Park,Vascular Plant,Sambucus nigra ssp. cerulea,BLUE ELDERBERRY,Present
772,Glacier National Park,Vascular Plant,Sambucus racemosa var. melanocarpa,BLACK ELDERBERRY,Present
773,Glacier National Park,Vascular Plant,Viburnum edule,MOOSEBRUSH,Present
774,Glacier National Park,Vascular Plant,Lonicera ciliosa,ORANGE HONEYSUCKLE,Present
775,Glacier National Park,Vascular Plant,Lonicera involucrata var. involucrata,BLACK BEARBERRY,Present
776,Glacier National Park,Vascular Plant,Lonicera utahensis,UTAH HONEYSUCKLE,Present
777,Glacier National Park,Vascular Plant,Symphoricarpos albus var. laevigatus,COMMON SNOWBERRY,Present
778,Glacier National Park,Vascular Plant,Symphoricarpos occidentalis,WOLFBERRY,Present
779,Glacier National Park,Vascular Plant,Linnaea borealis,TWINFLOWER,Present
780,Glacier National Park,Vascular Plant,Valeriana dioica var. sylvatica,NORTHERN VALERIAN,Present
781,Glacier National Park,Vascular Plant,Valeriana edulis,TOBACCO-ROOT,Present
782,Glacier National Park,Vascular Plant,Valeriana occidentalis,WESTERN VALERIAN,Present
783,Glacier National Park,Vascular Plant,Valeriana sitchensis,SITKA VALERIAN,Present
784,Glacier National Park,Vascular Plant,Equisetum arvense,COMMON HORSETAIL,Present
785,Glacier National Park,Vascular Plant,Equisetum fluviatile,WATER-HORSETAIL,Present
786,Glacier National Park,Vascular Plant,Equisetum hyemale,SCOURING-RUSH,Present
787,Glacier National Park,Vascular Plant,Equisetum laevigatum,SMOOTH HORSETAIL,Present
788,Glacier National Park,Vascular Plant,Equisetum palustre,MARSH-HORSETAIL,Present
789,Glacier National Park,Vascular Plant,Equisetum pratense,SHADY HORSETAIL,Present
790,Glacier National Park,Vascular Plant,Equisetum scirpoides,CREEPING HORSETAIL,Present
791,Glacier National Park,Vascular Plant,Equisetum sylvaticum,WOOD-HORSETAIL,Present
792,Glacier National Park,Vascular Plant,Equisetum variegatum,NORTHERN HORSETAIL,Present
793,Glacier National Park,Vascular Plant,Equisetum X litorale,LITORAL HORSETAIL,Present
794,Glacier National Park,Vascular Plant,Arctostaphylos uva-ursi,KINNIKINICK,Present
795,Glacier National Park,Vascular Plant,Cassiope tetragona var. saximontana,FOUR-ANGLED MOSS-HEATHER,Present
796,Glacier National Park,Vascular Plant,Chimaphila umbellata ssp. occidentalis,PRINCE'S PINE,Present
797,Glacier National Park,Vascular Plant,Gaultheria humifusa,WESTERN WINTERGREEN,Present
798,Glacier National Park,Vascular Plant,Gaultheria ovatifolia,SLENDER WINTERGREEN,Present
799,Glacier National Park,Vascular Plant,Kalmia microphylla,ALPINE LAUREL,Present
800,Glacier National Park,Vascular Plant,Ledum glandulosum var. glandulosum,"MOUNTAIN LABRADOR-TEA, TRAPPER'S TEA",Present
801,Glacier National Park,Vascular Plant,Menziesia ferruginea,FOOL'S HUCKLEBERRY,Present
802,Glacier National Park,Vascular Plant,Moneses uniflora,WOODNYMPH,Present
803,Glacier National Park,Vascular Plant,Monotropa hypopithys,PINESAP,Present
804,Glacier National Park,Vascular Plant,Monotropa uniflora,INDIAN PIPE,Present
805,Glacier National Park,Vascular Plant,Orthilia secunda,SIDEBELLS-WINTERGREEN,Present
806,Glacier National Park,Vascular Plant,Phyllodoce empetriformis,PINK MOUNTAIN-HEATHER,Present
807,Glacier National Park,Vascular Plant,Phyllodoce glanduliflora,YELLOW MOUNTAIN-HEATHER,Present
808,Glacier National Park,Vascular Plant,Phyllodoce X intermedia,HYBRID MOUNTAIN-HEATHER,Present
809,Glacier National Park,Vascular Plant,Pterospora andromedea,PINEDROPS,Present
810,Glacier National Park,Vascular Plant,Pyrola asarifolia ssp. asarifolia,PINK WINTERGREEN,Present
811,Glacier National Park,Vascular Plant,Pyrola asarifolia ssp. bracteata,PINK WINTERGREEN,Present
812,Glacier National Park,Vascular Plant,Pyrola chlorantha,GREEN WINTERGREEN,Present
813,Glacier National Park,Vascular Plant,Pyrola minor,SNOWLINE WINTERGREEN,Present
814,Glacier National Park,Vascular Plant,Pyrola picta,VARIEGATED WINTERGREEN,Present
815,Glacier National Park,Vascular Plant,Vaccinium caespitosum,DWARF HUCKLEBERRY,Present
816,Glacier National Park,Vascular Plant,Vaccinium membranaceum,TALL HUCKLEBERRY,Present
817,Glacier National Park,Vascular Plant,Vaccinium myrtilloides,MYRTLE-LEAVED HUCKLEBERRY,Present
818,Glacier National Park,Vascular Plant,Vaccinium myrtillus,DWARF BILLBERRY,Present
819,Glacier National Park,Vascular Plant,Vaccinium scoparium,GROUSEBERRY,Present
820,Glacier National Park,Vascular Plant,Collomia linearis,NARROW-LEAF COLLOMIA,Present
821,Glacier National Park,Vascular Plant,Linanthus septentrionalis,NORTHERN LINANTHUS,Present
822,Glacier National Park,Vascular Plant,Navarretia intertexta ssp. propinqua,NEEDLE-LEAF NAVARRETIA,Present
823,Glacier National Park,Vascular Plant,Phlox alyssifolia,ALYSSUM-LEAVED PHLOX,Present
824,Glacier National Park,Vascular Plant,Phlox caespitosa,TUFTED PHLOX,Present
825,Glacier National Park,Vascular Plant,Phlox gracilis ssp. gracilis,SLENDER MICROSTERIS,Present
826,Glacier National Park,Vascular Plant,Phlox hoodii,HOOD'S PHLOX,Present
827,Glacier National Park,Vascular Plant,Polemonium pulcherrimum ssp. pulcherrimum,JACOB'S LADDER,Present
828,Glacier National Park,Vascular Plant,Polemonium viscosum,SKY PILOT,Present
829,Glacier National Park,Vascular Plant,Androsace chamaejasme ssp. lehmanniana,ARCTIC ROCK-JASMINE,Present
830,Glacier National Park,Vascular Plant,Androsace occidentalis,WESTERN ROCK-JASMINE,Present
831,Glacier National Park,Vascular Plant,Androsace septentrionalis,NORTHERN ROCK JASMINE,Present
832,Glacier National Park,Vascular Plant,Dodecatheon conjugens ssp. viscidum,SLIMPOD SHOOTING-STAR,Present
833,Glacier National Park,Vascular Plant,Dodecatheon pulchellum,STICKY SHOOTING STAR,Present
834,Glacier National Park,Vascular Plant,Dodecatheon pulchellum ssp. pulchellum,ALPINE SHOOTING-STAR,Present
835,Glacier National Park,Vascular Plant,Douglasia montana,ROCKY MOUNTAIN DOUGLASIA,Present
836,Glacier National Park,Vascular Plant,Lysimachia ciliata,FRINGED LOOSESTRIFE,Present
837,Glacier National Park,Vascular Plant,Lysimachia thyrsiflora,BOG LOOSESTRIFE,Present
838,Glacier National Park,Vascular Plant,Astragalus agrestis,FIELD MILKVETCH,Present
839,Glacier National Park,Vascular Plant,Astragalus alpinus,ALPINE MILKVETCH,Present
840,Glacier National Park,Vascular Plant,Astragalus americanus,ARCTIC MILKVETCH,Present
841,Glacier National Park,Vascular Plant,Astragalus australis,INDIAN MILKVETCH,Present
842,Glacier National Park,Vascular Plant,Astragalus bourgovii,BOURGEAU'S MILKVETCH,Present
843,Glacier National Park,Vascular Plant,Astragalus canadensis var. mortonii,CANADA MILKVETCH,Present
844,Glacier National Park,Vascular Plant,Astragalus drummondii,DRUMMOND'S MILKVETCH,Present
845,Glacier National Park,Vascular Plant,Astragalus flexuosus,WIRY MILKVETCH,Present
846,Glacier National Park,Vascular Plant,Astragalus laxmannii var. robustior,PRAIRIE MILKVETCH,Present
847,Glacier National Park,Vascular Plant,Astragalus robbinsii var. minor,ROBBINS' MILKVETCH,Present
848,Glacier National Park,Vascular Plant,Astragalus tenellus,PULSE MILKVETCH,Present
849,Glacier National Park,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,BENT-FLOWERED MILKVETCH,Present
850,Glacier National Park,Vascular Plant,Glycyrrhiza lepidota,WILD LICORICE,Present
851,Glacier National Park,Vascular Plant,Hedysarum alpinum,AMERICAN SWEETVETCH,Present
852,Glacier National Park,Vascular Plant,Hedysarum boreale ssp. boreale,NORTHERN SWEETVETCH,Present
853,Glacier National Park,Vascular Plant,Hedysarum sulphurescens,YELLOW SWEETVETCH,Present
854,Glacier National Park,Vascular Plant,Lathyrus bijugatus,PINEWOODS SWEETPEA,Present
855,Glacier National Park,Vascular Plant,Lathyrus latifolius,PERENNIAL PEAVINE,Present
856,Glacier National Park,Vascular Plant,Lathyrus ochroleucus,CREAM-FLOWERED SWEETPEA,Present
857,Glacier National Park,Vascular Plant,Lupinus argenteus ssp. spathulatus,SILVERY LUPINE,Present
858,Glacier National Park,Vascular Plant,Lupinus burkei ssp. burkei,BIGLEAVED LUPINE,Present
859,Glacier National Park,Vascular Plant,Lupinus depressus,SILVERY LUPINE,Present
860,Glacier National Park,Vascular Plant,Lupinus sericeus var. sericeus,SILKY LUPINE,Present
861,Glacier National Park,Vascular Plant,Medicago lupulina,HOP CLOVER,Present
862,Glacier National Park,Vascular Plant,Medicago sativa,ALFALFA,Present
863,Glacier National Park,Vascular Plant,Melilotus alba,WHITE SWEET-CLOVER,Present
864,Glacier National Park,Vascular Plant,Melilotus officinalis,YELLOW SWEET-CLOVER,Present
865,Glacier National Park,Vascular Plant,Oxytropis borealis var. viscida,STICKY CRAZYWEED,Present
866,Glacier National Park,Vascular Plant,Oxytropis campestris var. cusickii,SLENDER CRAZYWEED,Present
867,Glacier National Park,Vascular Plant,Oxytropis campestris var. spicata,SILKY CRAZYWEED,Present
868,Glacier National Park,Vascular Plant,Oxytropis deflexa var. sericea,PENDENT-POD CRAZYWEED,Present
869,Glacier National Park,Vascular Plant,Oxytropis monticola,SLENDER CRAZYWEED,Present
870,Glacier National Park,Vascular Plant,Oxytropis podocarpa,STALKED-POD CRAZYWEED,Present
871,Glacier National Park,Vascular Plant,Oxytropis splendens,SHOWY CRAZYWEED,Present
872,Glacier National Park,Vascular Plant,Thermopsis rhombifolia,DIAMOND-LEAVED GOLDEN-PEA,Present
873,Glacier National Park,Vascular Plant,Trifolium aureum,YELLOW CLOVER,Present
874,Glacier National Park,Vascular Plant,Trifolium campestre,HOP CLOVER,Present
875,Glacier National Park,Vascular Plant,Trifolium hybridum,ALSIKE CLOVER,Present
876,Glacier National Park,Vascular Plant,Trifolium pratense,RED CLOVER,Present
877,Glacier National Park,Vascular Plant,Trifolium repens,DUTCH CLOVER,Present
878,Glacier National Park,Vascular Plant,Vicia americana ssp. americana,AMERICAN VETCH,Present
879,Glacier National Park,Vascular Plant,Alnus incana,MOUNTAIN ALDER,Present
880,Glacier National Park,Vascular Plant,Alnus viridis ssp. sinuata,SITKA ALDER,Present
881,Glacier National Park,Vascular Plant,Betula occidentalis,WATER BIRCH,Present
882,Glacier National Park,Vascular Plant,Betula pumila var. glandulifera,BOG BIRCH,Present
883,Glacier National Park,Vascular Plant,Betula X utahensis,PAPER BIRCH,Present
884,Glacier National Park,Vascular Plant,Apocynum androsaemifolium ssp. androsaemifolium,SPREADING DOGBANE,Present
885,Glacier National Park,Vascular Plant,Apocynum cannabinum,COMMON DOGBANE,Present
886,Glacier National Park,Vascular Plant,Asclepias speciosa,SHOWY MILKWEED,Present
887,Glacier National Park,Vascular Plant,Vinca major,PERIWINKLE,Present
888,Glacier National Park,Vascular Plant,Gentiana affinis,PRAIRIE GENTIAN,Present
889,Glacier National Park,Vascular Plant,Gentiana calycosa,EXPLORER'S GENTIAN,Present
890,Glacier National Park,Vascular Plant,Gentiana glauca,GLAUCOUS GENTIAN,Present
891,Glacier National Park,Vascular Plant,Gentiana prostrata,MOSS-GENTIAN,Present
892,Glacier National Park,Vascular Plant,Gentianella amarella ssp. acuta,NORTHERN GENTIAN,Present
893,Glacier National Park,Vascular Plant,Gentianella propinqua,FOUR-PARTED GENTIAN,Present
894,Glacier National Park,Vascular Plant,Gentianopsis macounii,MACOUN'S FRINGED GENTIAN,Present
895,Glacier National Park,Vascular Plant,Galium aparine,"CLEAVERS,GOOSE-GRASS,BEDSTRAW",Present
896,Glacier National Park,Vascular Plant,Galium bifolium,THIN-LEAVED BEDSTRAW,Present
897,Glacier National Park,Vascular Plant,Galium boreale,NORTHERN BEDSTRAW,Present
898,Glacier National Park,Vascular Plant,Galium trifidum,SMALL BEDSTRAW,Present
899,Glacier National Park,Vascular Plant,Galium triflorum,FRAGRANT BEDSTRAW,Present
900,Glacier National Park,Vascular Plant,Galium verum,YELLOW BEDSTRAW,Present
901,Glacier National Park,Vascular Plant,Erodium cicutarium,CRANE'S BILL,Present
902,Glacier National Park,Vascular Plant,Geranium bicknellii,BICKNELL'S GERANIUM,Present
903,Glacier National Park,Vascular Plant,Geranium richardsonii,WHITE GERANIUM,Present
904,Glacier National Park,Vascular Plant,Geranium viscosissimum,STICKY GERANIUM,Present
905,Glacier National Park,Vascular Plant,Isoetes bolanderi,QUILLWORT,Present
906,Glacier National Park,Vascular Plant,Isoetes tenella,BRISTLE-QUILLWORT,Present
907,Glacier National Park,Vascular Plant,Agastache urticifolia,NETTLE-LEAF HYSSOP,Present
908,Glacier National Park,Vascular Plant,Clinopodium vulgare,SAVORY,Present
909,Glacier National Park,Vascular Plant,Dracocephalum parviflorum,DRAGONHEAD,Present
910,Glacier National Park,Vascular Plant,Glecoma hederacea,CREEPING CHARLIE,Present
911,Glacier National Park,Vascular Plant,Lycopus americanus,CUT-LEAVED WATER-HOREHOUND,Present
912,Glacier National Park,Vascular Plant,Lycopus uniflorus,NORTHERN BUGLEWEED,Present
913,Glacier National Park,Vascular Plant,Mentha arvensis,FIELD MINT,Present
914,Glacier National Park,Vascular Plant,Monarda fistulosa var. menthifolia,WILD BERGAMOT,Present
915,Glacier National Park,Vascular Plant,Nepeta cataria,CATNIP,Present
916,Glacier National Park,Vascular Plant,Prunella vulgaris ssp. lanceolata,SELF-HEAL,Present
917,Glacier National Park,Vascular Plant,Prunella vulgaris ssp. vulgaris,SELF-HEAL,Present
918,Glacier National Park,Vascular Plant,Scutellaria galericulata,MARSH-SKULLCAP,Present
919,Glacier National Park,Vascular Plant,Stachys pilosa var. pilosa,WOUNDWORT,Present
920,Glacier National Park,Vascular Plant,Pinguicula vulgaris,BUTTERWORT,Present
921,Glacier National Park,Vascular Plant,Utricularia intermedia,MOUNTAIN BLADDERWORT,Present
922,Glacier National Park,Vascular Plant,Utricularia macrorhiza,COMMON BLADDERWORT,Present
923,Glacier National Park,Vascular Plant,Utricularia minor,LITTLE BLADDERWORT,Present
924,Glacier National Park,Vascular Plant,Castilleja cusickii,CUSICK'S PAINTBRUSH,Present
925,Glacier National Park,Vascular Plant,Castilleja hispida,HARSH PAINTBRUSH,Present
926,Glacier National Park,Vascular Plant,Castilleja lutescens,YELLOWISH PAINTBRUSH,Present
927,Glacier National Park,Vascular Plant,Castilleja miniata,SCARLET PAINTBRUSH,Present
928,Glacier National Park,Vascular Plant,Castilleja occidentalis,WESTERN PAINTBRUSH,Present
929,Glacier National Park,Vascular Plant,Castilleja rhexiifolia,RHEXIA-LEAVED PAINTBRUSH,Present
930,Glacier National Park,Vascular Plant,Castilleja sulphurea,SULPHUR PAINTBRUSH,Present
931,Glacier National Park,Vascular Plant,Euphrasia disjuncta,NORTHERN EYEBRIGHT,Present
932,Glacier National Park,Vascular Plant,Melampyrum lineare,COW-WHEAT,Present
933,Glacier National Park,Vascular Plant,Orobanche fasciculata,CLUSTERED BROOMRAPE,Present
934,Glacier National Park,Vascular Plant,Orobanche uniflora,NAKED BROOMRAPE,Present
935,Glacier National Park,Vascular Plant,Orthocarpus luteus,YELLOW OWL-CLOVER,Present
936,Glacier National Park,Vascular Plant,Orthocarpus tenuifolius,PURPLE OWL-CLOVER,Present
937,Glacier National Park,Vascular Plant,Pedicularis bracteosa var. bracteosa,INDIAN WARRIOR,Present
938,Glacier National Park,Vascular Plant,Pedicularis contorta var. contorta,PARROT'S BEAK,Present
939,Glacier National Park,Vascular Plant,Pedicularis groenlandica,ELEPHANT'S HEAD,Present
940,Glacier National Park,Vascular Plant,Pedicularis racemosa ssp. alba,SICKLETOP,Present
941,Glacier National Park,Vascular Plant,Rhinanthus minor ssp. minor,PENNY-RATTLE,Present
942,Glacier National Park,Vascular Plant,Mimulus ampliatus,STALK-LEAVED MONKEYFLOWER,Present
943,Glacier National Park,Vascular Plant,Mimulus breviflorus,SHORT-FLOWERED MONKEY-FLOWER,Present
944,Glacier National Park,Vascular Plant,Mimulus guttatus,YELLOW MONKEY-FLOWER,Present
945,Glacier National Park,Vascular Plant,Mimulus lewisii,RED MONKEY-FLOWER,Present
946,Glacier National Park,Vascular Plant,Mimulus moschatus,MUSK-FLOWER,Present
947,Glacier National Park,Vascular Plant,Mimulus tilingii var. tilingii,MOUNTAIN MONKEY-FLOWER,Present
948,Glacier National Park,Vascular Plant,Besseya wyomingensis,WYOMING KITTENTAIL,Present
949,Glacier National Park,Vascular Plant,Callitriche hermaphroditica,NORTHERN WATER-STARWORT,Present
950,Glacier National Park,Vascular Plant,Callitriche verna,SPRING WATER-STARWORT,Present
951,Glacier National Park,Vascular Plant,Chaenorhinum minus,DWARF SNAPDRAGON,Present
952,Glacier National Park,Vascular Plant,Collinsia parviflora,BLUE-EYED MARY,Present
953,Glacier National Park,Vascular Plant,Digitalis purpurea,FOXGLOVE,Present
954,Glacier National Park,Vascular Plant,Gratiola ebracteata,BRACTLESS HEDGE-HYSSOP,Present
955,Glacier National Park,Vascular Plant,Hippuris vulgaris,MARE'S-TAIL,Present
956,Glacier National Park,Vascular Plant,Limosella aquatica,MUDWORT,Present
957,Glacier National Park,Vascular Plant,Linaria dalmatica,DALMATION TOADFLAX,Present
958,Glacier National Park,Vascular Plant,Linaria vulgaris,BUTTER-AND-EGGS,Present
959,Glacier National Park,Vascular Plant,Penstemon albertinus,ALBERTA BEARDTONGUE,Present
960,Glacier National Park,Vascular Plant,Penstemon attenuatus var. attenuatus,SULPHUR BEARDTONGUE,Present
961,Glacier National Park,Vascular Plant,Penstemon confertus,YELLOW BEARDTONGUE,Present
962,Glacier National Park,Vascular Plant,Penstemon ellipticus,NORTHERN SHRUBBY BEARDTONGUE,Present
963,Glacier National Park,Vascular Plant,Penstemon eriantherus var. eriantherus,FUZZYTONGUE,Present
964,Glacier National Park,Vascular Plant,Penstemon lyallii,LYALL'S BEARDTONGUE,Present
965,Glacier National Park,Vascular Plant,Penstemon nitidus var. nitidus,SHINING BEARDTONGUE,Present
966,Glacier National Park,Vascular Plant,Penstemon procerus var. procerus,SMALL-FLOWERED BEARDTONGUE,Present
967,Glacier National Park,Vascular Plant,Plantago canescens,SILVER PLANTAIN,Present
968,Glacier National Park,Vascular Plant,Plantago lanceolata,ENGLISH PLANTAIN,Present
969,Glacier National Park,Vascular Plant,Plantago major,COMMON PLANTAIN,Present
970,Glacier National Park,Vascular Plant,Veronica americana,AMERICAN BROOKLINE,Present
971,Glacier National Park,Vascular Plant,Veronica anagallis-aquatica,BLUE WATER SPEEDWELL,Present
972,Glacier National Park,Vascular Plant,Veronica arvensis,COMMON SPEEDWELL,Present
973,Glacier National Park,Vascular Plant,Veronica chamaedrys,GERMANDER SPEEDWELL,Present
974,Glacier National Park,Vascular Plant,Veronica officinalis,PAUL'S BETONY,Present
975,Glacier National Park,Vascular Plant,Veronica peregrina ssp. xalapensis,PENNELL-PURSLANE SPEEDWELL,Present
976,Glacier National Park,Vascular Plant,Veronica scutellata,MARSH-SPEEDWELL,Present
977,Glacier National Park,Vascular Plant,Veronica serpyllifolia ssp. humifusa,THYME-LEAVED SPEEDWELL,Present
978,Glacier National Park,Vascular Plant,Veronica verna,SPRING SPEEDWELL,Present
979,Glacier National Park,Vascular Plant,Veronica wormskjoldii,ALPINE SPEEDWELL,Present
980,Glacier National Park,Vascular Plant,Verbascum thapsus,COMMON MULLEIN,Present
981,Glacier National Park,Vascular Plant,Verbena bracteata,BRACTED VERVAIN,Present
982,Glacier National Park,Vascular Plant,Calochortus apiculatus,BAKER POINTED MARIPOSA,Present
983,Glacier National Park,Vascular Plant,Calochortus macrocarpus,OREGON MARIPOSA LILY,Present
984,Glacier National Park,Vascular Plant,Clintonia uniflora,QUEEN'S-CUP,Present
985,Glacier National Park,Vascular Plant,Disporum hookeri,HOOKER'S FAIRY-BELL,Present
986,Glacier National Park,Vascular Plant,Disporum trachycarpum,WARTBERRY,Present
987,Glacier National Park,Vascular Plant,Erythronium grandiflorum ssp. candidum,WHITE GLACIER-LILY,Present
988,Glacier National Park,Vascular Plant,Erythronium grandiflorum ssp. grandiflorum,GLACIER-LILY,Present
989,Glacier National Park,Vascular Plant,Fritillaria pudica,YELLOWBELL,Present
990,Glacier National Park,Vascular Plant,Streptopus amplexifolius var. chalazatus,TWISTED-STALK,Present
991,Glacier National Park,Vascular Plant,Stenanthium occidentale,BRONZE BELLS,Present
992,Glacier National Park,Vascular Plant,Trillium ovatum,WAKE-ROBIN,Present
993,Glacier National Park,Vascular Plant,Veratrum viride,FALSE HELLEBORE,Present
994,Glacier National Park,Vascular Plant,Xerophyllum tenax,BEARGRASS,Present
995,Glacier National Park,Vascular Plant,Zigadenus elegans,SHOWY DEATH-CAMAS,Present
996,Glacier National Park,Vascular Plant,Zigadenus venenosus var. gramineus,DEADLY DEATH-CAMAS,Present
997,Glacier National Park,Vascular Plant,Huperzia chinensis,FIR-MOSS,Present
998,Glacier National Park,Vascular Plant,Huperzia haleakalae,FIR-MOSS,Present
999,Glacier National Park,Vascular Plant,Huperzia occidentalis,FIR-MOSS,Present
1000,Glacier National Park,Vascular Plant,Lycopodium alpinum,ALPINE CLUBMOSS,Present
1001,Glacier National Park,Vascular Plant,Lycopodium annotinum,STIFF CLUBMOSS,Present
1002,Glacier National Park,Vascular Plant,Lycopodium clavatum,ELK MOSS,Present
1003,Glacier National Park,Vascular Plant,Lycopodium complanatum,GROUND CEDAR,Present
1004,Glacier National Park,Vascular Plant,Lycopodium dendroideum,GROUND PINE,Present
1005,Glacier National Park,Vascular Plant,Lycopodium lagopus,ONE-CONE CLUBMOSS,Present
1006,Glacier National Park,Vascular Plant,Lycopodium sitchense,SITKA CLUBMOSS,Present
1007,Glacier National Park,Vascular Plant,Euphorbia esula,LEAFY SPURGE,Present
1008,Glacier National Park,Vascular Plant,Hypericum perforatum,KLAMATH WEED OR GOATWEED,Present
1009,Glacier National Park,Vascular Plant,Hypericum scouleri ssp. nortoniae,WESTERN ST. JOHN'S-WORT,Present
1010,Glacier National Park,Vascular Plant,Hypericum scouleri ssp. scouleri,WESTERN ST. JOHN'S-WORT,Present
1011,Glacier National Park,Vascular Plant,Linum lewisii,BLUE FLAX,Present
1012,Glacier National Park,Vascular Plant,Populus balsamifera ssp. trichocarpa,BLACK COTTONWOOD,Present
1013,Glacier National Park,Vascular Plant,Populus tremuloides,QUAKING ASPEN,Present
1014,Glacier National Park,Vascular Plant,Salix arctophila,ARCTIC WILLOW,Present
1015,Glacier National Park,Vascular Plant,Salix barrattiana,BARRATT'S WILLOW,Present
1016,Glacier National Park,Vascular Plant,Salix bebbiana,BEBB'S WILLOW,Present
1017,Glacier National Park,Vascular Plant,Salix boothii,BLUEBERRY WILLOW,Present
1018,Glacier National Park,Vascular Plant,Salix brachycarpa,SHORT-FRUITED WILLOW,Present
1019,Glacier National Park,Vascular Plant,Salix candida,HOARY WILLOW,Present
1020,Glacier National Park,Vascular Plant,Salix commutata,UNDERGREEN WILLOW,Present
1021,Glacier National Park,Vascular Plant,Salix drummondiana,DRUMMOND'S WILLOW,Present
1022,Glacier National Park,Vascular Plant,Salix exigua var. exigua,SLENDER WILLOW,Present
